document	label
요즘은 재벌 미국 시민권자가 대세인가보군.	8
"으이그 찌질한 자한당 놈팽이들!하늘은 모하나?저런 늙은 놈팽이들 안데리고 가구?OOO"	2,4
개인공간에 올리든말든 참...그냥 신경끄고 사세요 기자들도 참 할짓없다..더 중요한 뉴스가 태반이다!	8
"이참에 5.18유공자도 까보자..무자격 홍어가 득실거린다는데.."	0
"보기만해도 토나오게 생긴 건 민주당이 더하지"	1,2
운전병은 하지 마라	8
자한당 수구파 김황식씨 집안이 하는 나주소재 대학 아닌가...	8
김남주 라이벌로 한효주가 딱인데ㅋㅋ	8
"하다하다 미친 짱개들!"	0
임수향 얼굴 손댄 얼굴이 아닌디...	8
"좌파정권이 좌파에게 훈장주는게뭐가문제지? 우리국민들이 좌파가좋다고 하는데...."	2
"진짜 북한 아이피 차단하면 안돼냐 전라도랑"	0
최수종 하희라 ~넘부러워요 ㅠ ㅠ넘자나오셨어용~ㅋㅋ	8
"에휴 아재요 정신차리소"	8
"좌빨들 나경원 아들 잘못 건드려 죄국 딸만 더 못난년 만들었네. ㅋㅋㅋ"	2,3
세월호 비극 이후 구원파는 보기도 듣기도 싫음.	7
잇몸...토나와	1
"말이 돼지 태운다고 고생하네ㅋㅋ"	8
"틀딱들 아침부터 애쓴다."	4
이승기는 신서유기나 하려 가자	8
너무 예뻐요!!!!!!!	8
성민씨 쓰는거가지고 ㅈㄹ하네 ㅋㅋ 씨 쓰는게 왜 문제냐..	3
ㅈㄴ 못생겼네 민준행님 아깝다	1,3
결혼하고 그냥 하차하시길 분위기가 우결됨ㅡㅡㅡㅡㅡㅡㅡㅡㅡ	8
"고유정 구혜선 편드는 년 = 조국 문재앙 지지자 한녀 평균"	0,2,3,5
오랜만이라 더 기대됩니다 무척	8
장애우를 나무라지맙시다.기안손은 백만불짜리손	8
누가요? 열광을?	8
남편이 돈 벌어주잖아	8
우리나라 국교가 이슬람이냐 갈수록 이상해지네	8
"그럼 이승기,뷔같은 한남들 얼굴봐도 극혐이"	0,5
"지역분쟁은 간첩의 공작활동목적입니다. 전라도가 아닙니다.간첩이선동질하는겁니다,"	8
안 설렐 수가 없겠던데	8
"엉덩이 만지지 말고 대가리 때리고 가라.그래도 성범죄 전과자는 아니니까"	8
이세영이 더 비중있는 듯. 얘도 향기없는 꽃같은 느낌. 매력이 읍따.	8
그래도 고현정 연기가 보고싶었다	8
양세형때문에 진짜 계속 웃었엌ㅋㅋㅋㅋㅋ	8
"걍 어린데 벌써 모델하고 돈잘버니깐 배아파서 그러지 쿵쾅년들"	1,3
"아쉽게도 안 뒤지신다에 내 손목아지를 건다 돼지야."	1
"교활하게 생겼잖아.생긴게..."	1
박시후연기 스타일너무좋아 중저음 섹시한목소리 동시간대살면서 박시후드라마들 볼수있다니 행운아임도경❤❤지안 럽라 끝까지가보자	8
"줏대없는 정부..쪽파려"	2
이나라는 종교바꿧다간 마녀사냥당함 ㅇㅇㅋㅋㅋㅋㅋㅋㅋㅋ	8
다이애나비는 귀족 출신인데,,, ㅋㅋ 평민이라니요,,,	8
진실은 모르겠지만 업소부들 진상들 상대많이한다.	8
연예인 특혜네?	8
기자 오타 98년생이라니. ㅋ	8
구구단이 나이키 춤을 췄는데..나이키 춤 영턱스에 비해서 반도 안올라 가던데..그거 때문에 립싱크 한거냐?ㅋㅋㅋㅋㅋㅋㅋㅋ 참내 ㅋㅋㅋㅋㅋㅋㅋㅋ 어이없다..춤을 잘 췄음 또 몰라..영턱스 반도 안되더만..ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	8
"내로남불 쩌는 문정권"	2
"존나 더러운 여편네들. 인간이길 포기한 금수군단."	3
난 진짜 짱깨 극혐임 실제로 겪어보면 더 기함을함 미국으로 교환학생갔을때 존나 예쁜애 있어서 꼬셔서 몇달 만났는데 말을 하면 할수록 중화사상 오지고 하다하다 짝퉁만드는것까지 부심을 쳐부림 국뽕 레벨이 다름 주제에 우리나라 무시하는듯한 얘기도 하고 자주 싸우다 헤어짐 ㄹㅇ 짱깨는 짱깨임 상종을 말아야됨	0
"임이자를 만졌다고? 왜?"	8
기자가 아무리 그래도 혜자라는 용어를 이런식으로 쓰면되나? 언젠가는 기사에 창렬스럽다는 용어도 쓸 기세네..	8
이제는 믿고 거르는 봉준호 영화	8
한예슬씨 진짜 예쁘죠.고양이상 얼굴은 전부 이쁜듯.	8
이런 의상 입고 시선강간이니 뭐니 하는거 웃기지 않나 ? 남자들이 다 스님이냐 ㅋㅋㅋ	8
남자는 나이먹어도 개다 지금 댓글쓰는놈들 봐라 저런놈들은 어릴때부터 매질해서 정신교육한뒤 늙어 죽을때까지 패버려야 여자한테 못개긴다 감히ㅋ	5
"홍어샊들ㅋㅋ 슨상님마누라 가시는 길까지도 통수쳐분당께요~"	0,3
"ㅎ; 근데 수리부엉이 넘 인형같이 귀엽게 생겼네요 ;;"	8
ㄴㅈ인데 ㅂ봐볼까	8
응~응~응~맞춰봐야지.	8
엉덩이	8
얼굴이 예쁘고 마음씨도 예쁜거 같음	8
얘 누구임?? 이름도처음듣는데..??	8
별거가지고 지랄이네군에 가도 지랄 안가도 지랄연애인이 너거들 놀잇감이가그만해아	3
준호 방귀 냄새 독할거 같아	8
ㅈ...ㄴ ..못생김 게다가 성격도 ㅈ....ㄴ...개판...	1,3
언플징하게 하네.뮈 대단하다고. 네이버 전세났니? 돼지상 면상 그만 올려라.떡고언플비로 엄청 돈쓰네. kpop북한공 연에 닭수지 꼭 갔으면 좋겠다. 햇볕정책 계승한 지역의 딸이니 꼭 가야지.	1,2
조센징들 주제 우월한백인등을쳐먹다니 ㅉㅉ 주제도모르는쥐새끼민족들	0,3
"문재앙은 틀딱이다 ...그러나 의미있는 감성팔이 내로남불 쓰레기다 ...ㅋㅋㅋ..."	2,4
결국 디패에 쫒겨ㅠ	8
김세정 어머니도 다른 창업꿈나무와 동등하고 공정한 경쟁을 해야한다 생각합니다.	8
"그냥아닥하고 자위딸당해체나해! 정말개젙같은당이다."	2,3
주병진씨 오시면 꼭 볼께요	8
"항상 말하지만 여성들은 두꺼운 레깅스를 당장 벗고 아름다운 팬티호스를 착용해야 합니다."	5
"ㅋㅋㅋ 김치년놈들이 다 그렇지."	0,3,5
섹시해용ㅎㅎ	8
"나도 전라도지만 창피하다"	8
맘충들 정모 오지네 ㅋㅋㅋ 이러니 맘충소리듣느거	5
뭘해도 아줌마 이제는 ㅠㅠ	8
천한것들 ㅋㅋㅋㅋㅋ빠순이들 눈물질질 흘리겠네	5
"메갈 워마드가 설치는 순간 너무도 명약관화했던 현상. 이제 페미는 끝났다."	5
"박사모신천지대구경북버리기 무서워서 버리겠냐?"	8
좋와요	8
재연배우로만 하기 미모가 아깝다 진짜	8
이런 미친X뇬이 개소릴하네 시간지나갔다고 사람들이 디테일 기억못하니	3
최수종은 여자들에게 이상한 환상을 심어놨다.	8
"틀딱들 일자리 주지마라 먹고 살게 해주는데도 자한당만 외치는 골빈 사람들이다"	2,4
양아치 얼굴상은 거짓말 하지않네	1
실제라면 저런 성격의 여자는 정말 싫다.	8
저런게 드러운거면 ㅅㅅ 평생 하지 말고 사세요. ㅉ	8
"그럼 북유럽 백인과 아프리카 피그미족은 그래서 그런가? ㅋㅋ"	8
"사이비 교주 새끼들"	3,7
사진 저작권침해를 덮으려는 기사네	8
민진영 꼴깝 완전쇼 시부모님욕먹이려구 작정 사람은 생긴것처럼논다니 헐 ~~~~!	8
명박근혜 사형시키는게 법치민주국가의 의무이다!	2
이거 짜고 연기하는 건가 딱봐도 쉬운데 개오바가 심하네..	8
"레드준표 피그마리온"	8
먹고살만 한데 굳이나와서 할필요없지 돈궁한 사람나와 자식으로 먹고사는 방송 그만좀해라	8
??? 드라마에서 사망이란 말이죠?? 잠깐 헷갈림	8
설레발 있는대로 쳐놓고,,,,,은메달은 진짜 별로임	8
최태준 좋게봄 마인드 건강하고!	8
"아직도 하고있었다는 사실에 ""모두가 깜짝"""	8
30대 여편네들아 집안일이나 신경써라.남 사생활에 감정이입 하지말고	4,5
이명박 닮아보인다	8
"개독교 빤스 미친 전광훈 쓰레기 들 계속 하시고 지옥 가시오"	7
"상판떼기 치워라 ㅈ 같은 얼굴"	1,3
"중국인들로 꽉차서 지옥 점령함"	0
님들 그거아셈?? 여자한테 불리한법은 절대 나오지않음 ㅋㅋㅋ 니들 죽을때까지 꽃뱀들이 늘어나면 늘지 절대 줄지않는다 무고죄도 절대 강화되지않을테고 미투운동으로 죄없는남자들만 범죄자 취급받을것이다. 왜냐면 한국노예호구남들은 절대 일어나서 항의하지않거든 ㅋㅋㅋ 전부 키보드질만 주구장창	0,5
천주교는 원래 개신교 처럼 유난떨지읺음 우리나라 문화를 존중해서 연도 드리고 제사지냄	8
"이래도 애국보수라는 친일 틀딱들은 일본에 충성하지"	2,4
누가 울었데?	8
선예 노래듣고싶구나ㅜ	8
"한번 진짜로 만들어봐 ㅋㅋ 전라디언대학살 가즈아 ㅋㅋ"	0
어이없네. 파산선고받아놓고 할거 입을거 먹을건 다 하고 살겠지	8
"소 돼지 닭말고는 매매금지시켜라 박쥐기러기 이런거 먹으니 걸리지"	8
ㅅㅂ한효주가 백배 아깝다 효주야아아	3
"생긴거 봐라 찌질이상..ㅋ 셋다 똑같이생김"	1
"가난한 죄소득층, 지잡대, 장애인은 사회와 격리해야 범죄가 줄어든다"	8
존못아줌마들이왜나와 눈썩게	1,3
뇌출혈이란 것은 갑부들이 기름지고 비싼 요리를 주식처럼 먹고 비싼 술을 물처럼 마시고 거의 매일 젊은 계집하고 성행위 하면 40대 50대에 뇌출혈로 사망한다.	0,4
사진3장 다 부담스럽다...쌍수를 한건지..두껍게 한건지..눈두덩이위에 쌍거플선이 있어	8
"저것이 돼도 즐라도와 민주당은 머리 조아리고 딸랑딸랑 하것지? ㅎ"	0,2
이쁘게 사는구나...선택이 틀리지않아 다행이다 ㅜㅜ	8
멘트는괜찮았어요 먼가 올림픽 섭외가 편향적인느낌이있어그렇지	8
이승기잘하고있긴한데 이광수한테 예능감 조금만배워라.저자리에 이광수있었으면 재밌는장면 많이 연출했을텐데 요즘 볼만한예능없어서 이승기한테 기대했건만 안타깝다.스브스는 런닝맨밖에 볼게없어	8
"미용실에 새로운 컷 생겼다던데.. 페미컷"	8
"알바타령 노친네 타령하는데,,그러는거 아니다 욕하면 틀딱..간단해.어 너 틀딱"	4
술주정에 패는 년이나 마약하는 놈이나	3
ㅠㅠ 살붙은게 더 멋있눈데ㅠㅠㅠㅠㅠㅠ	8
문구라빤스	2
냉정하게 한국에서 먹힐상은 아님 사쿠라랑 코지마 마코 이둘이 스시들중에선 순위가 젤 높을듯	0
간만에 드라마 보면서 육성으로 쟤는 참 연기 잘한다 소리 나옴	8
이아줌마 주상욱이랑..ㅅㅅ신 쩔엇지	8
"조선일본 정말 이젠 막나는구나"	8
기자들 졸라뛰어주네ㅋ 인기도 졸라없드만	3
역시 한국 쓰레기영화들하곤 틀리다	0
그새 sns?	8
그래서 박한나가 누군데?? 듣보아님?	8
"Sksk//부끄러우면 중국으로 꺼지면 됨. 꺼져 짱개야"	0
연재 너무 이뻐~~~ 연재 까는 인간들 아마 대부분 문슬람들일꺼야~~~!!!	2
"좋아요 700개 화나요 165개 ㅋㅋ 달창 대깨문 레떼충 토착짱깨들 애쓰시네요 ㅋㅋ"	0,2
이민정씨좀조용히살면좋겠어요~왜사서고생하시는지아들과의일상이면아들과화목한모습을보여주는게답인데혼자나와서매일억지웃음보이는게더안타깝네요	8
얼굴 넙덕해도 이뿌다니 ㅋㅋ 성과보다 훨낫다요	8
아니 왜 성형외과나 피부과를 안갔지? 평소에 열심히 다녔을거 아냐	8
흥국. 당햇네 꽃뱀아니첫벗째당했다면 두번째왜나가 웃기네. 막걸리야 말이야 지나가는 똥개도 알것다 몸한부러굴리면못써 부끄러운줄알아야지 불쌍하다 기흥국씨	8
10살이나 많은 영감탱이 왜 만나주냐 ㅋㅋㅋㅋ 돈 겁나 쓰나보네	4
"미개한 나라......담엔 꼭두각시여왕이 나올래나?"	0
"중국인,조선족 다 쫓아내라고 재앙아 어휴 말좀쳐들어"	2
좌제동이 할때는 역겨웠는데 훨씬 좋네요	2
구라쳐치다가 탈탈 털림	3
구 새누리당 현 자유한국당이 배후같다	2
"앞으로 한국은 한남이 임신하고 아이 낳아라. 양육비 생각이 없는 머리 텅텅 한남들이다."	0,5
"이미친토착왜구 아베첩으로보내버리자"	2
"이용수 할매 거짓부렁 들통날까봐 가슴 벌렁벌렁 신경쇠약으로 형사처벌 피할려는 속셈이네"	8
아이유가 너무 잘해서	8
"실고추,풋고추,푹삶은고추,푹삭은고추,꽈리고추 다양해"	8
이병헌마가꼈나.	8
유리오빠라 재 이름있잖아 이름을써 기자야권혁준.. 이름을써라 무슨 어그로개끄네 ㅂㅅ	3
"쪽발이들은 신천지랑 다를바 없구나 ..유일신인 아베를 믿는구나.. 잘하는구나..ㅉㅉ"	0
"자한당똥개🐕새끼들과 틀딱🐶새키들 🐍배아파 우짜노오ㅋㅋㅋ"	2,3,4
왜? 사인에 대한 공식발표가 안나오는거죠? 블랙박스는요?	8
정권 입맛에 맞게 북한미화나하는 현실성없는 드라마ㅠ배우들이 아깝다	2
대박 당신은 천상배우입니다.엄지짱 역대급임	8
최대의 민폐캐릭 언년이만 안했어도.	8
수미 누나 예~~뻐 ^^	8
"전라도당 클라스 ㅉㅉㅉ"	0,2
빈이는 차령중이라 못온대 ㅋ	8
"언론에 신상공개하고 얼굴공개 고"	8
"이런 썩을 놈들이 아베 간신 쪽발이들"	0
성폭행범 이윤택은 왜 조사도 안하냐?? 문재인절친이라??	2
기자야 노래 제목들은 어디다 팔았냐ㅡㅡ	8
으휴 일베새키들 너무 싫다... 일베충들은 지구상에서 없어져야함	3
"조선족은이제집에가자!! 걸렸다.."	8
현빈 강소라같은 여신을 차고 늙다리 만난거야?	4
나연닮았네	8
"피해의식이 쩌는 멧퇘지인듯.."	1,5
"으 틀딱 정치충 오늘 광복절이다"	4
정용화 강인도 도망가듯 군대로 갔잖아	8
철구까는애들중에서 제대로된인생사는애들못봄 월1억버는애한테 훈수질ㅋㅋㅋ	8
"남자들은 자기주먹이 얼마나 쎈지모름.."	8
생생정보통은 공중파 벼룩시장급이지ㅋㅋ	8
같은 JTBC라고 너무 써먹네....	8
근데 저런건 일반인에서도 흔한일 노는애들 아다 언제 떼는지 아냐 요즘 갓중1되면 뗌.	8
에효. 나이가몇갠데..참..	8
"제발 개독교 인들아 민폐좀 그만해라"	7
역대급망작	8
생긴게 정준영과네	8
이 멤버 말고 첫 멤버들 뭉침 좋을텐데~~예전 멤버들 유트브로 보니 그립군요.	8
병원 의자에서 둘이 손가락 닿는거 보고 심장이 쿵 했다 별거 아닌데	8
"좌파들은 사이비 사기꾼 알면서 ㅋ"	2
"여기 못생겼다고 글남긴 좌빨달창생끼들 제발 다 고소해주세요 캡쳐해서 보냅니다^^"	2,3
지은 죄값을 달게 받아야지 벌써부터 빨리 나갈 방법을 찾나...한심하다	8
고현정이잘했던잘못했던이런사태까지오게만든것은책임을져야된다좋게글을다는사람들의정채는모르겠지만시청자로써용서가안된다고현저미라는배우를앞으로내개인적으로다시는안보고싶다내가보는드라마가다시는이런배우가없길기대한다	8
성형 표본?ㅎ	8
염병들한다 이까짓게기사냐지금	3
부부가 많이 벌어도 기부했단 소릴 들어 보질 못했네~~	8
"세상에서 제일 믿으면 안되는게 짱개, 쪽발이 말 그리고 네이버 댓글이다"	0
ㅉㅉ 갚으세요	8
아이유 윤아 박보검 다 출연하는 건 욕심인가요??ㅠㅠ	8
죽은 사람 떠올라ㅠㅠ	8
"이건 홍어야 꼬스라지야.."	0
그랬쪄요..우쭈쭈..	8
연예인 안 유명해도 뭐 일반인보다 많이 번다 어쩐다 하는데 결국 얼굴파는 직업이다. 당연히 그정도는 벌어야지. 우리들보고 얼굴팔라고 하면 쉽게 선뜻 못할걸? 그러면 다 아프리카하고 다 유투버 했겠다. 잃는게 있으면 얻는것도 있는거지.	8
김생민 그만 나왔으면	8
여자 존박..크크크	8
난 다 모르겠고 문신 저리 색까지넣는 정도는 너무 싫다..무슨생각으로 저리 그려넣었을까...화려하게	8
양심은 있네	8
조만간 의가사하겠네	8
"정확한 지적입니다, 외노자들만 신났죠, 문재앙은 국가의 적입니다"	2
뚱보들 보면 먹는거 자제가 안되는듯 진짜 쳐다도 보기 싫음	1
내주변에 저런 아줌마 많은데? 편견이 심한 기자님	8
